"","Job","Job_partner","Household_size","Education","Education_partner","Edu_diff","Dad_Edu","Mum_Edu","Parents_gap","Parents_gap_cat","emp14Father","emp14Mother","emp14Diff","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","Gender_share","Approval","Interfere","Female","Immigrant","Age","Age_sq","Domicile","Maritalstatus","Child","Minority","Country","Income","Income_sq","Interviewe_Female","Job_diff","Unemployed","Unemployed_partner","Housework_partner","Employment_partner","Trust","Religiosity","weight","Vignette_gender"
"1",56,51,2,3,6,-3,7,2,5,"Father more",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,49,2401,3,3,NA,2,"DE",10,100,0,5,0,0,0,1,7,8,3.03572368021592,1
"2",64,NA,2,4,4,0,1,4,-3,"Mother more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,73,5329,4,3,2,2,"FI",2,4,1,NA,0,0,1,NA,8,8,0.263402051,1
"3",62.63,NA,2,7,4,3,2,4,-2,"Mother more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,63,3969,4,1,2,2,"FR",6,36,1,NA,0,0,0,NA,5,5,3.05406596015597,1
"4",66,NA,2,7,4,3,2,1,1,"Father more",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,71,5041,2,1,2,2,"BE",4,16,1,NA,0,0,1,NA,7,9,0.537483352498609,1
"5",55.8,34.44,2,7,7,0,4,4,0,"Equal",NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,63,3969,1,1,3,2,"BG",5,25,1,21.36,0,0,0,1,4,5,0.134726265656139,0
"6",32,NA,2,2,5,-3,1,2,-1,"Mother more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,79,6241,3,1,1,2,"IE",1,1,0,NA,0,0,0,NA,5,5,0.159209099744686,0
"7",30.05,46,2,3,1,2,6,6,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,25,625,4,4,NA,2,"BE",5,25,0,-15.95,0,0,0,1,3,0,0.537483288646099,1
"8",32.25,NA,4,2,3,-1,1,1,0,"Equal",1,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,3,0,1,1,46,2116,4,1,3,2,"RS",4,16,1,NA,0,1,1,NA,3,10,0.26668782189338,1
"9",72,NA,2,7,4,3,4,4,0,"Equal",4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,71,5041,4,1,5,1,"EE",4,16,0,NA,0,0,0,NA,7,5,0.0578997557440916,0
"10",32,32.49,3,2,1,1,1,2,-1,"Mother more",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1,55,3025,4,1,3,2,"BE",9,81,1,-0.490000000000002,0,0,0,1,5,5,0.519904277707005,1
"11",26,NA,5,1,1,0,1,1,0,"Equal",NA,3,NA,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.6,4,1,1,1,74,5476,3,1,3,1,"BG",2,4,1,NA,0,0,0,NA,5,2,0.330013230942085,1
"12",NA,NA,2,4,5,-1,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,67,4489,4,1,2,2,"CH",7,49,0,NA,0,0,0,NA,8,2,0.467903696,1
"13",45.94,31.89,2,3,3,0,3,3,0,"Equal",4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,60,3600,1,1,2,2,"CZ",8,64,0,14.05,0,0,0,1,5,2,0.345083101437285,1
"14",40.28,51,3,7,7,0,2,2,0,"Equal",4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,37,1369,4,1,1,2,"PL",6,36,0,-10.72,0,0,0,1,2,8,2.14659375408432,0
"15",30.05,NA,2,1,3,-2,1,1,0,"Equal",4,3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,86,7396,2,1,2,2,"FR",2,4,1,NA,0,0,0,NA,2,8,3.09636522153679,1
"16",NA,NA,4,6,6,0,NA,NA,NA,NA,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,0,2,2,39,1521,3,1,2,2,"IE",NA,NA,1,NA,0,0,0,1,8,0,0.159209099744686,0
"17",52.72,NA,2,6,6,0,7,7,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,25,625,3,3,NA,2,"EE",8,64,0,NA,0,0,0,1,6,0,0.0581032906133555,1
"18",41.08,30.76,4,2,2,0,1,1,0,"Equal",3,3,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,2,1,67,4489,4,1,2,1,"RS",3,9,0,10.32,0,0,0,1,5,5,0.39578938649007,0
"19",32.27,20,2,4,4,0,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,23,529,4,3,NA,2,"PL",NA,NA,0,12.27,0,0,0,1,3,5,2.21255674279671,1
"20",30,NA,5,2,2,0,2,2,0,"Equal",2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,1,39,1521,5,1,3,2,"CH",NA,NA,1,NA,0,0,1,NA,2,0,0.467903696,0
"21",39.99,32,3,4,4,0,3,3,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,46,2116,3,1,1,2,"HU",7,49,1,7.99,0,0,0,1,1,5,0.380099540569942,1
"22",50.87,NA,2,4,5,-1,2,1,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,67,4489,4,1,3,2,"CH",NA,NA,1,NA,0,0,0,NA,7,5,0.467903696,0
"23",48.37,NA,2,1,4,-3,1,1,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,69,4761,2,1,2,2,"FR",9,81,1,NA,0,0,0,NA,5,8,2.89190031805988,1
"24",34.1,NA,8,2,2,0,2,4,-2,"Mother more",1,4,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0.5625,2,0,1,1,33,1089,5,1,5,2,"EE",6,36,1,NA,0,0,0,NA,2,0,0.0580149333194808,0
"25",47,30.05,4,5,4,1,4,2,2,"Father more",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,47,2209,4,3,2,2,"SI",6,36,1,16.95,0,0,1,1,5,6,0.133247572,1
"26",30.98,42.17,2,4,4,0,4,4,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,52,2704,1,1,2,2,"BG",6,36,1,-11.19,0,0,0,1,5,7,0.167171498305131,0
"27",40.28,42.09,4,3,3,0,3,3,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,31,961,3,1,2,2,"AT",8,64,1,-1.81,0,0,0,1,7,6,0.315653950341655,0
"28",38,34,2,4,5,-1,2,1,1,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,1,1,1,55,3025,2,3,NA,2,"CY",5,25,0,4,0,0,1,1,3,7,0.0796646443720887,1
"29",NA,64.51,4,6,6,0,6,6,0,"Equal",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,53,2809,1,1,2,2,"IT",NA,NA,1,NA,0,0,0,1,7,8,1.93345945238014,0
"30",39.99,23,6,3,3,0,1,1,0,"Equal",1,3,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0.583333333333333,3,0,1,1,42,1764,3,2,4,2,"NL",NA,NA,0,16.99,0,0,1,1,7,0,0.867278493350403,1
"31",42.78,30.92,3,4,3,1,5,4,1,"Father more",1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,37,1369,3,1,1,2,"HU",9,81,1,11.86,0,0,0,1,5,4,0.61809356148805,1
"32",34,45.94,4,5,7,-2,4,5,-1,"Mother more",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,2,2,50,2500,4,1,2,2,"FI",7,49,1,-11.94,0,0,0,1,6,6,0.263402051,0
"33",55,NA,2,7,7,0,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,77,5929,3,1,2,2,"IT",4,16,1,NA,0,0,0,NA,1,6,1.9592099417434,1
"34",53,50.87,3,6,4,2,5,1,4,"Father more",2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,65,4225,1,1,4,2,"IE",4,16,1,2.13,0,0,1,1,2,5,0.238813665045154,1
"35",32.27,NA,2,3,3,0,3,2,1,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,67,4489,4,1,3,2,"AT",5,25,1,NA,0,0,0,NA,7,5,0.321054448375071,1
"36",34.91,23,2,3,3,0,3,1,2,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,58,3364,4,1,3,2,"NO",5,25,1,11.91,0,0,0,1,7,3,0.308975829955704,0
"37",42.78,55.8,2,2,6,-4,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,24,576,4,3,NA,2,"NL",1,1,1,-13.02,0,0,1,1,5,3,0.885982337525946,1
"38",45.13,69.4,2,6,7,-1,NA,5,NA,NA,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,33,1089,3,1,NA,2,"EE",9,81,1,-24.27,0,0,0,1,8,6,0.0578997557440916,1
"39",68,61.15,3,7,7,0,7,4,3,"Father more",1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,35,1225,2,1,NA,2,"IT",10,100,1,6.85,0,0,0,2,5,0,1.87204963676511,0
"40",51,NA,2,7,4,3,6,7,-1,"Mother more",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,27,729,1,3,NA,1,"EE",9,81,1,NA,0,0,0,NA,7,2,0.0578997557440916,1
"41",22,NA,2,6,1,5,1,6,-5,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,2,68,4624,2,1,4,2,"IE",3,9,1,NA,0,0,0,NA,9,10,0.159209099744686,1
"42",48.68,31,2,7,7,0,2,2,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,58,3364,1,1,2,2,"BG",7,49,1,17.68,0,0,0,1,3,1,0.168618305651654,1
"43",30,NA,2,2,3,-1,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,70,4900,4,1,2,2,"HU",3,9,1,NA,0,0,0,NA,5,7,0.381687306495251,1
"44",34.01,NA,3,1,1,0,1,2,-1,"Mother more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,2,33,1089,2,1,1,2,"FR",2,4,0,NA,0,0,1,NA,3,10,3.05293642396378,0
"45",37.03,NA,3,5,6,-1,NA,NA,NA,NA,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,2,52,2704,2,1,1,2,"IE",NA,NA,1,NA,0,0,0,NA,8,10,0.159209099744686,0
"46",20,NA,4,2,2,0,1,1,0,"Equal",2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2,1,83,6889,1,1,2,2,"PL",9,81,0,NA,0,0,0,NA,2,9,2.16241457248866,0
"47",57.21,55,4,6,6,0,3,2,1,"Father more",1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,4,0,1,2,40,1600,3,1,2,NA,"DE",7,49,1,2.21,0,0,0,1,6,0,3.03572368021592,1
"48",64.51,NA,5,6,4,2,4,4,0,"Equal",1,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.7,3,0,1,1,81,6561,3,1,1,2,"RS",9,81,0,NA,0,0,0,NA,5,0,0.660081522429423,1
"49",34,NA,3,3,3,0,3,1,2,"Father more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,63,3969,4,1,1,2,"AT",6,36,1,NA,0,0,0,NA,3,1,0.30009742017852,1
"50",42.78,42.78,3,4,4,0,4,4,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,52,2704,1,3,1,2,"BG",6,36,1,0,0,0,0,1,2,3,0.337901863977611,0
"51",63.19,49,2,6,5,1,5,5,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,2,28,784,4,3,NA,2,"DE",6,36,0,14.19,0,0,0,1,6,2,3.03572368021592,1
"52",36.76,42,3,2,2,0,1,1,0,"Equal",2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,52,2704,4,1,4,2,"IT",4,16,0,-5.24,0,0,0,1,7,6,1.69470371162663,1
"53",36.76,NA,2,1,1,0,1,1,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,83,6889,3,1,3,2,"IT",4,16,1,NA,0,0,1,NA,5,7,1.84571223420959,0
"54",66,NA,4,7,7,0,7,7,0,"Equal",1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,43,1849,2,1,2,2,"NL",6,36,0,NA,0,0,1,NA,7,10,0.845838159023434,1
"55",20,NA,2,1,1,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,86,7396,3,1,1,2,"IT",NA,NA,0,NA,0,0,0,NA,6,6,2.04169029349532,0
"56",53.89,54.05,5,6,7,-1,4,5,-1,"Mother more",2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2,2,46,2116,5,1,NA,NA,"IE",8,64,1,-0.159999999999997,0,0,0,1,5,10,0.238813665045154,0
"57",66.84,66.84,4,4,4,0,NA,4,NA,NA,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,38,1444,4,4,1,2,"BE",7,49,1,0,0,0,0,1,4,8,0.523619695610391,1
"58",22.88,NA,3,7,4,3,4,2,2,"Father more",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,76,5776,4,1,4,2,"BG",4,16,0,NA,0,0,0,NA,0,8,0.499479865728536,1
"59",32.48,45.94,4,3,3,0,2,2,0,"Equal",1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,51,2601,4,1,2,2,"CZ",7,49,1,-13.46,0,0,0,1,5,1,0.69016620287457,1
"60",30.98,NA,3,4,3,1,4,4,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,38,1444,4,1,1,2,"HU",2,4,1,NA,0,0,0,1,1,2,0.39706981557063,1
"61",63.19,52,4,3,4,-1,4,2,2,"Father more",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,63,3969,2,1,3,2,"NO",10,100,0,11.19,0,0,0,1,7,6,0.308975829955704,0
"62",75,NA,2,4,6,-2,3,2,1,"Father more",4,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,57,3249,4,1,2,2,"SI",7,49,1,NA,0,0,1,NA,2,10,0.133247572,1
"63",49,57,3,6,6,0,6,6,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,4,0,2,1,44,1936,1,1,1,2,"HU",8,64,1,-8,0,0,0,1,0,0,0.61809356148805,1
"64",32,23,3,3,3,0,3,1,2,"Father more",2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,1,1,51,2601,5,1,2,2,"NO",6,36,1,9,0,0,0,1,3,3,0.308164657350657,0
"65",75,42.09,4,6,6,0,2,2,0,"Equal",4,3,NA,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,1,1,39,1521,1,1,2,2,"SI",9,81,1,32.91,0,0,0,1,7,5,0.133247572,0
"66",37.87,NA,5,5,2,3,1,3,-2,"Mother more",1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.8,2,0,1,1,38,1444,4,1,3,2,"CH",5,25,1,NA,0,0,1,NA,5,6,0.467903696,0
"67",60,61,3,7,7,0,4,4,0,"Equal",1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,3,0,2,1,39,1521,1,1,1,2,"CZ",NA,NA,1,-1,0,0,0,2,5,0,0.345083101437285,1
"68",30.92,49,2,3,6,-3,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,51,2601,3,1,1,2,"HU",9,81,0,-18.08,0,0,0,1,6,3,0.380099540569942,0
"69",39.91,30.98,4,3,3,0,5,3,2,"Father more",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,1,1,44,1936,3,3,2,2,"NL",8,64,0,8.93,0,0,0,3,3,3,0.854446768380242,1
"70",39,NA,2,3,2,1,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,64,4096,4,1,3,2,"AT",5,25,1,NA,0,0,0,NA,8,6,0.446899811784317,0
"71",53,53.28,4,4,7,-3,4,4,0,"Equal",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,54,2916,1,1,2,2,"BG",10,100,1,-0.280000000000001,0,0,0,1,5,1,0.336815635450118,1
"72",57,57,2,7,6,1,6,4,2,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,60,3600,4,1,NA,2,"HU",8,64,0,0,0,0,0,1,8,8,0.381687306495251,0
"73",45.94,43.81,2,4,3,1,2,2,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,36,1296,1,1,NA,2,"PL",10,100,1,2.13,0,0,0,1,7,0,2.13186043359858,0
"74",58.45,NA,6,7,7,0,2,2,0,"Equal",1,3,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0.583333333333333,2,0,1,1,63,3969,4,1,3,2,"GB",10,100,0,NA,0,0,1,NA,6,6,5.02933891355063,1
"75",44,44,2,5,3,2,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,28,784,1,3,NA,2,"BE",6,36,0,0,0,0,0,1,7,4,0.537483352498609,1
"76",39.34,39.34,4,3,4,-1,3,4,-1,"Mother more",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,1,23,529,4,1,1,2,"RS",4,16,1,0,0,0,0,1,2,7,0.400031706636519,1
"77",55,50,4,6,3,3,5,3,2,"Father more",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,48,2304,3,1,2,2,"DE",10,100,0,5,0,0,1,1,6,1,3.03572368021592,0
"78",32.27,NA,2,1,1,0,1,1,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,62,3844,4,1,2,2,"IT",2,4,0,NA,0,0,1,NA,2,10,1.9283304156048,1
"79",21.67,30.98,2,3,3,0,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,1,1,56,3136,4,1,2,2,"AT",7,49,0,-9.31,0,0,0,1,6,8,0.299601514573541,1
"80",58.45,34,2,6,4,2,4,4,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,53,2809,1,1,2,2,"BG",10,100,1,24.45,0,0,0,1,5,1,0.176112095535524,1
"81",52,64.51,5,7,7,0,2,2,0,"Equal",1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,1,46,2116,3,1,3,2,"NO",10,100,1,-12.51,0,0,0,1,9,4,0.308975829955704,1
"82",44,20,5,3,4,-1,NA,2,NA,NA,NA,1,NA,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.6,3,0,1,1,46,2116,3,1,3,2,"DE",4,16,0,24,0,0,1,1,0,5,3.03572368021592,0
"83",53.28,NA,4,7,6,1,5,5,0,"Equal",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,44,1936,2,1,2,2,"IE",NA,NA,1,NA,0,0,0,1,6,3,0.159209099744686,0
"84",NA,NA,6,4,4,0,2,4,-2,"Mother more",NA,1,NA,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0.583333333333333,1,0,1,1,79,6241,1,1,1,2,"BG",1,1,1,NA,0,0,0,1,3,5,0.336815602661283,0
"85",27.89,42.78,3,6,6,0,7,2,5,"Father more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,55,3025,5,1,2,2,"NO",6,36,0,-14.89,0,0,0,1,5,0,0.310446726728609,0
"86",32.16,44,4,3,3,0,3,2,1,"Father more",2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,4,0,2,2,28,784,3,1,2,1,"AT",NA,NA,0,-11.84,0,0,0,1,10,8,0.325998216390799,0
"87",NA,NA,4,2,2,0,2,2,0,"Equal",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,18,324,4,1,1,2,"RS",2,4,0,NA,1,1,0,NA,5,8,0.26668782189338,1
"88",78.01,57,2,7,5,2,7,7,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,37,1369,1,1,NA,2,"IE",10,100,1,21.01,0,0,0,1,8,2,0.159209099744686,1
"89",38,NA,3,6,4,2,4,4,0,"Equal",4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,3,0,2,2,55,3025,5,3,NA,2,"IE",1,1,1,NA,0,1,0,NA,8,0,0.238813665045154,1
"90",34.1,NA,5,3,4,-1,NA,2,NA,NA,3,3,NA,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0.6,1,1,1,2,58,3364,2,1,2,2,"RS",4,16,0,NA,0,0,1,NA,0,4,0.13334391094669,0
"91",32,NA,2,1,1,0,1,1,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,67,4489,5,1,3,2,"IE",3,9,1,NA,0,0,1,NA,0,5,0.159209099744686,1
"92",34.01,50,4,5,6,-1,5,5,0,"Equal",1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,31,961,2,1,2,2,"GB",10,100,0,-15.99,0,0,0,1,3,0,2.51466945677532,1
"93",47,40.89,4,7,5,2,7,6,1,"Father more",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,2,0,1,1,52,2704,3,1,2,2,"DE",10,100,0,6.11,0,0,0,1,2,3,3.03572368021592,0
"94",12,NA,2,2,2,0,1,1,0,"Equal",3,3,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,50,2500,4,1,1,2,"RS",4,16,1,NA,0,0,0,NA,5,5,0.264437478308318,1
"95",20.76,NA,2,3,1,2,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,62,3844,3,3,NA,2,"GB",2,4,1,NA,0,0,0,NA,7,4,2.51466945677532,1
"96",70,20.09,5,6,4,2,6,6,0,"Equal",1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.8,1,0,1,1,50,2500,4,1,2,2,"RS",10,100,1,49.91,1,0,0,1,5,6,0.396656165055372,0
"97",42.09,NA,2,5,5,0,2,2,0,"Equal",2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,74,5476,1,1,2,2,"FI",9,81,1,NA,0,0,0,NA,9,3,0.263402051,1
"98",37.83,45.94,4,6,4,2,4,5,-1,"Mother more",1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,32,1024,1,1,2,2,"RS",8,64,1,-8.11,0,0,0,1,3,6,0.263300069456957,0
"99",57.21,30.76,3,3,3,0,1,1,0,"Equal",3,3,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,2,33,1089,3,1,1,2,"GB",8,64,1,26.45,0,0,0,1,9,4,2.51466945677532,1
"100",42.09,51,3,4,4,0,4,4,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,28,784,3,2,1,2,"FR",7,49,1,-8.91,0,0,1,1,3,0,3.10382763647213,0
"101",58.45,66,4,7,7,0,2,2,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,54,2916,1,1,2,2,"BG",5,25,1,-7.55,0,0,0,1,4,5,0.326821664104952,0
"102",54.61,30.92,4,7,3,4,3,3,0,"Equal",2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,2,0,1,1,35,1225,4,1,2,2,"CH",8,64,0,23.69,0,0,0,1,6,5,0.467903696,0
"103",48.81,61.15,4,6,6,0,5,5,0,"Equal",1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,35,1225,1,1,2,1,"EE",9,81,1,-12.34,0,0,0,1,9,6,0.057953676225018,0
"104",69.4,NA,2,6,3,3,4,1,3,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,70,4900,2,1,2,2,"IE",6,36,1,NA,0,0,0,NA,6,8,0.159209099744686,1
"105",61.15,20,2,6,6,0,6,6,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,62,3844,4,1,3,2,"EE",8,64,1,41.15,0,0,0,1,7,0,0.0578997557440916,1
"106",50,44,2,1,1,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,54,2916,3,1,2,2,"BE",2,4,0,6,0,0,0,1,4,4,0.542064003833571,0
"107",33,NA,2,2,2,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,71,5041,4,1,4,2,"IE",2,4,1,NA,0,0,0,NA,0,5,0.159209099744686,1
"108",43.53,22.88,2,2,2,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,1,2,1,59,3481,3,1,2,1,"BG",1,1,1,20.65,0,0,0,1,0,0,0.140570801728687,0
"109",NA,NA,2,2,3,-1,2,2,0,"Equal",2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,74,5476,3,1,2,2,"CZ",NA,NA,1,NA,0,0,0,NA,5,6,0.345083101437285,0
"110",38.53,NA,2,4,6,-2,3,3,0,"Equal",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,82,6724,2,1,2,2,"SI",7,49,1,NA,0,0,0,NA,6,6,0.133247572,0
