"","Job","Job_partner","Household_size","Education","Education_partner","Edu_diff","Dad_Edu","Mum_Edu","Parents_gap","Parents_gap_cat","emp14Father","emp14Mother","emp14Diff","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","gndr13","gndr14","gndr15","Gender_share","Approval","Interfere","Female","Immigrant","Age","Age_sq","Domicile","Maritalstatus","Child","Minority","Country","Income","Income_sq","Interviewe_Female","Job_diff","Unemployed","Unemployed_partner","Housework_partner","Employment_partner","Trust","Religiosity","weight","Vignette_gender"
"7089",58,56.6,3,7,6,1,NA,1,NA,NA,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,2,54,2916,4,1,2,1,"GB",9,81,0,1.4,0,0,1,1,4,4,5.02933891355063,1
"7090",73.1,NA,2,4,5,-1,1,1,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,68,4624,2,1,3,2,"GB",4,16,1,NA,0,0,0,NA,7,7,2.51466945677532,0
"7091",44.01,53.89,2,3,6,-3,6,2,4,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,71,5041,3,3,1,2,"NO",5,25,0,-9.88,0,0,0,1,7,2,0.307679966943684,0
"7092",75,21,5,4,4,0,3,5,-2,"Mother more",1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,33,1089,4,1,3,2,"SI",3,9,1,54,0,0,0,1,5,7,0.133247572,0
"7093",44,32,4,3,1,2,3,2,1,"Father more",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,71,5041,3,1,1,2,"DE",8,64,1,12,0,0,0,1,4,0,3.03572368021592,1
"7094",20,34.01,2,3,3,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4,0,2,1,53,2809,4,1,1,2,"AT",NA,NA,1,-14.01,0,0,0,1,2,8,0.30875713597414,1
"7095",NA,NA,2,2,2,0,3,2,1,"Father more",4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,2,1,83,6889,5,1,4,2,"AT",2,4,0,NA,0,0,0,NA,8,7,0.246187034555138,0
"7096",34,34,3,3,3,0,2,2,0,"Equal",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,43,1849,4,1,NA,2,"AT",7,49,0,0,0,0,0,1,5,7,0.44940225846708,0
"7097",61.15,NA,2,4,2,2,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,52,2704,3,1,NA,1,"RS",NA,NA,1,NA,0,0,0,NA,2,5,0.0146588653575473,1
"7098",NA,NA,2,4,5,-1,NA,NA,NA,NA,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,59,3481,4,1,2,2,"GB",10,100,0,NA,0,0,0,NA,2,5,2.51466945677532,0
"7099",66,20,2,7,4,3,4,6,-2,"Mother more",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,2,54,2916,3,3,2,2,"DE",4,16,0,46,0,0,0,2,5,2,3.03572368021592,1
"7100",49,62.63,4,7,7,0,3,3,0,"Equal",1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,1,2,43,1849,2,4,2,2,"NL",9,81,0,-13.63,0,0,1,1,6,6,0.867278493350403,1
"7101",58.45,54.64,4,7,6,1,6,4,2,"Father more",1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,1,1,45,2025,4,1,2,2,"BE",8,64,0,3.81,0,0,1,1,6,3,0.540884967243478,1
"7102",64,NA,2,6,3,3,5,2,3,"Father more",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,65,4225,4,1,NA,2,"DE",7,49,0,NA,0,0,0,NA,6,8,3.03572368021592,0
"7103",42.78,46.09,4,5,6,-1,NA,2,NA,NA,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,2,2,42,1764,1,1,2,2,"IE",4,16,1,-3.31,0,0,0,2,7,0,0.159209099744686,0
"7104",38.81,NA,3,4,4,0,4,4,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,52,2704,3,1,2,2,"BG",6,36,1,NA,0,0,0,NA,0,1,0.270350928998195,0
"7105",48.81,39.91,4,6,6,0,2,4,-2,"Mother more",2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,2,2,47,2209,4,1,2,2,"CH",NA,NA,1,8.90000000000001,0,0,0,3,5,6,0.467903696,1
"7106",29.95,22,5,4,4,0,4,4,0,"Equal",1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0.7,2,0,1,1,24,576,5,3,NA,2,"EE",6,36,1,7.95,0,0,0,1,5,2,0.0578303948537067,0
"7107",39.91,23,4,4,4,0,2,6,-4,"Mother more",1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,1,0,2,1,44,1936,4,1,2,2,"EE",5,25,1,16.91,0,0,0,1,2,2,0.057953676225018,0
"7108",49,37.83,4,4,3,1,3,3,0,"Equal",1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,3,0,1,1,41,1681,4,1,2,2,"AT",9,81,0,11.17,0,0,0,1,7,6,0.424214267593736,1
"7109",56.21,62.99,2,6,7,-1,3,2,1,"Father more",3,4,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,64,4096,5,1,3,2,"NO",7,49,0,-6.78,0,0,0,1,9,9,0.309057150378747,1
"7110",21.67,31,5,3,3,0,2,2,0,"Equal",1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.6,1,0,2,1,32,1024,3,1,3,2,"SI",6,36,0,-9.33,0,0,1,1,5,4,0.133247572,0
"7111",64,47.61,2,4,4,0,2,2,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,61,3721,3,1,3,1,"PL",9,81,1,16.39,0,0,0,1,4,4,2.0070519851883,0
"7112",48.81,34.01,2,3,4,-1,4,1,3,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,49,2401,3,1,2,2,"FR",9,81,0,14.8,0,0,0,1,4,0,3.12879672472408,0
"7113",47.61,65,4,6,6,0,1,6,-5,"Mother more",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,2,1,43,1849,2,4,2,2,"BE",8,64,0,-17.39,0,0,0,1,7,1,0.533159771367368,0
"7114",34.01,NA,5,2,3,-1,2,2,0,"Equal",3,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,1,44,1936,4,1,3,1,"PL",1,1,0,NA,0,0,1,NA,7,9,2.14815936042897,1
"7115",42.09,NA,2,4,4,0,4,4,0,"Equal",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,35,1225,4,1,NA,2,"IT",NA,NA,1,NA,0,0,0,1,7,0,1.85585965739483,0
"7116",32.16,52.72,2,4,5,-1,3,5,-2,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,22,484,3,3,NA,2,"FR",5,25,1,-20.56,1,0,0,1,3,0,3.08284459205467,1
"7117",57,NA,2,7,7,0,1,1,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,2,74,5476,3,1,2,2,"FI",8,64,1,NA,0,0,0,NA,8,8,0.263402051,1
"7118",55.8,51,2,6,6,0,4,4,0,"Equal",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,58,3364,1,1,2,2,"FI",10,100,1,4.8,0,0,0,1,8,8,0.263402051,1
"7119",54.05,NA,2,6,7,-1,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,74,5476,4,1,1,2,"BG",4,16,1,NA,0,0,0,NA,5,1,0.189232629852339,0
"7120",64.51,NA,2,7,5,2,NA,NA,NA,NA,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,2,75,5625,4,1,3,2,"CH",10,100,0,NA,0,0,0,NA,7,6,0.467903696,1
"7121",75,25,3,6,5,1,4,4,0,"Equal",1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,2,65,4225,1,1,1,2,"SI",8,64,1,50,0,0,0,1,7,5,0.133247572,0
"7122",51,57,4,7,7,0,4,2,2,"Father more",2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,44,1936,2,1,2,2,"FI",9,81,1,-6,0,0,0,1,8,5,0.263402051,0
"7123",43,NA,2,5,4,1,2,3,-1,"Mother more",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,64,4096,4,1,1,2,"BE",7,49,0,NA,0,0,0,NA,5,6,0.540884967243478,0
"7124",30.98,NA,2,3,3,0,2,1,1,"Father more",2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,70,4900,1,1,3,2,"AT",5,25,1,NA,0,0,0,NA,2,10,0.348168732291249,1
"7125",30.05,NA,6,2,2,0,2,1,1,"Father more",1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.416666666666667,4,0,2,1,66,4356,4,1,3,2,"HU",5,25,0,NA,0,0,0,NA,0,5,0.381687306495251,1
"7126",33,44,2,6,3,3,5,6,-1,"Mother more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,2,59,3481,3,1,2,2,"DE",8,64,1,-11,0,0,1,1,1,0,3.03572368021592,0
"7127",48.81,54.64,3,3,3,0,2,2,0,"Equal",3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,43,1849,2,4,1,2,"NL",10,100,1,-5.83,0,0,0,1,3,2,0.854053793785089,1
"7128",64.51,64.51,3,7,7,0,5,5,0,"Equal",4,4,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,59,3481,1,1,4,2,"FI",10,100,0,0,0,0,0,1,7,3,0.263402051,1
"7129",NA,46,5,4,5,-1,4,3,1,"Father more",1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0.6,3,1,1,2,38,1444,3,1,3,2,"RS",6,36,1,NA,1,0,1,1,5,7,0.263989729479118,1
"7130",46,45.94,3,7,3,4,3,3,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,34,1156,3,1,1,1,"DE",9,81,1,0.0600000000000023,0,0,0,1,2,0,3.03572368021592,0
"7131",64,50,5,6,5,1,1,5,-4,"Mother more",1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,1,40,1600,4,1,3,2,"FI",10,100,1,14,0,0,0,1,5,6,0.263402051,0
"7132",32,30.92,2,3,3,0,2,2,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,23,529,3,3,NA,2,"AT",7,49,1,1.08,0,0,0,1,4,4,0.325998216390799,1
"7133",25,NA,2,2,4,-2,2,2,0,"Equal",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,70,4900,3,1,3,2,"PL",NA,NA,0,NA,0,0,0,NA,0,8,2.22095128839765,0
"7134",33,44,2,3,3,0,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,51,2601,4,1,1,2,"DE",8,64,1,-11,0,0,0,1,5,2,3.03572368021592,1
"7135",49,63.19,2,5,7,-2,1,1,0,"Equal",2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,61,3721,1,1,1,2,"FI",9,81,1,-14.19,0,0,0,2,8,7,0.263402051,0
"7136",30.98,NA,3,1,1,0,1,1,0,"Equal",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,73,5329,1,1,4,2,"IT",2,4,1,NA,0,0,1,NA,5,10,1.87913000922464,1
"7137",30.98,NA,2,4,4,0,1,1,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,75,5625,3,1,2,2,"FI",8,64,0,NA,0,0,0,NA,10,8,0.263402051,0
"7138",25,29,4,2,4,-2,1,2,-1,"Mother more",1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,1,1,61,3721,4,1,2,2,"EE",7,49,1,-4,0,0,0,1,5,4,0.0578997557440916,1
"7139",50.09,NA,2,5,5,0,1,1,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,64,4096,2,1,NA,2,"FI",8,64,0,NA,0,0,0,NA,8,6,0.263402051,0
"7140",33,25.92,2,1,4,-3,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,50,2500,3,3,2,2,"GB",8,64,0,7.08,0,0,0,1,5,5,2.51466945677532,1
"7141",20.39,45.94,5,3,3,0,NA,NA,NA,NA,1,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2,2,38,1444,3,1,3,2,"DE",7,49,1,-25.55,0,0,0,1,2,4,3.03572368021592,0
"7142",NA,39.91,2,3,3,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,62,3844,4,1,3,2,"AT",5,25,0,NA,0,0,0,2,6,7,0.312996698920755,0
"7143",48.81,NA,2,5,4,1,3,2,1,"Father more",2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,69,4761,4,1,1,1,"CH",2,4,1,NA,0,0,1,NA,5,3,0.467903696,1
"7144",68,NA,2,5,3,2,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,66,4356,4,1,2,2,"CZ",5,25,0,NA,0,0,0,NA,5,5,0.345083101437285,0
"7145",49,43.81,4,4,4,0,6,4,2,"Father more",2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,24,576,4,1,2,2,"BE",10,100,1,5.19,0,0,1,2,8,7,0.537483352498609,0
"7146",31.55,39.34,2,2,3,-1,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,53,2809,4,1,NA,2,"NL",8,64,1,-7.79,0,0,0,1,5,6,0.870085616190501,1
"7147",42.09,30.28,4,3,4,-1,1,1,0,"Equal",1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.375,1,0,2,2,62,3844,5,1,3,2,"IE",8,64,0,11.81,0,0,0,1,8,3,0.318418199489373,1
"7148",51,54,4,7,7,0,5,5,0,"Equal",2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,2,37,1369,4,1,2,2,"FR",NA,NA,1,-3,0,0,0,1,8,5,3.1092929664104,0
"7149",60,NA,2,3,2,1,2,2,0,"Equal",4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,73,5329,1,3,1,2,"IT",5,25,1,NA,0,0,0,NA,5,2,1.87204963676511,1
"7150",NA,44,3,2,2,0,1,1,0,"Equal",4,3,NA,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,1,2,1,55,3025,4,1,3,2,"IT",4,16,0,NA,0,0,0,1,5,8,1.94645888020573,1
"7151",64,NA,2,6,2,4,3,3,0,"Equal",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,1,1,1,71,5041,4,1,2,2,"DE",9,81,0,NA,0,0,0,NA,6,5,3.03572368021592,1
"7152",56.21,49,3,6,6,0,2,2,0,"Equal",NA,3,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,2,1,56,3136,3,3,3,2,"NL",3,9,0,7.21,0,0,0,2,6,0,0.876788067599289,0
"7153",50.27,NA,2,4,7,-3,3,2,1,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,79,6241,2,1,2,2,"AT",8,64,0,NA,0,0,0,NA,9,2,0.366210523492056,0
"7154",42.78,NA,2,4,4,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,3,0,2,1,62,3844,3,1,2,2,"BG",2,4,1,NA,0,0,0,NA,0,8,0.157650489511125,1
"7155",45.13,34.01,2,4,3,1,3,3,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,2,1,49,2401,1,1,NA,2,"CZ",9,81,1,11.12,0,0,0,1,8,1,0.345083101437285,0
"7156",75,NA,3,3,4,-1,4,6,-2,"Mother more",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,1,1,52,2704,1,3,3,2,"SI",3,9,1,NA,0,0,1,NA,0,0,0.133247572,1
"7157",43.53,NA,4,4,4,0,4,4,0,"Equal",2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,4,1,1,1,23,529,4,3,NA,2,"BG",4,16,1,NA,0,0,1,NA,10,0,0.215723696958798,1
"7158",47,NA,4,7,5,2,7,7,0,"Equal",1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,37,1369,4,1,2,2,"CZ",8,64,1,NA,0,0,1,NA,3,0,0.345083101437285,1
"7159",50.87,32,2,2,4,-2,1,1,0,"Equal",4,4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,71,5041,3,1,4,2,"FI",2,4,1,18.87,0,0,0,2,3,8,0.263402051,0
"7160",29,27.89,7,1,1,0,1,1,0,"Equal",1,3,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0.571428571428571,3,0,2,2,35,1225,3,1,5,2,"GB",NA,NA,1,1.11,0,0,0,1,4,7,3.77200418516298,1
"7161",45.94,NA,2,2,2,0,2,2,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,77,5929,3,1,1,2,"BE",5,25,0,NA,0,0,0,NA,3,8,0.537121308769076,0
"7162",45.94,34,3,7,4,3,4,3,1,"Father more",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,49,2401,3,1,1,2,"CZ",NA,NA,0,11.94,0,0,0,1,6,NA,0.517624663265778,0
"7163",52,50.09,2,7,6,1,7,7,0,"Equal",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,31,961,1,3,NA,2,"FI",10,100,1,1.91,0,0,0,1,9,0,0.263402051,1
"7164",20,33,2,4,4,0,1,1,0,"Equal",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,1,61,3721,4,1,2,2,"EE",6,36,0,-13,0,0,0,1,10,0,0.0579499405306079,0
"7165",42.09,45.13,3,5,5,0,7,7,0,"Equal",2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,56,3136,3,1,3,2,"IE",9,81,1,-3.04,0,0,0,3,8,0,0.238813665045154,0
"7166",46,NA,2,3,3,0,NA,NA,NA,NA,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,77,5929,1,1,2,2,"DE",2,4,1,NA,0,0,1,NA,5,6,3.03572368021592,0
"7167",NA,30.28,2,2,2,0,2,2,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,2,1,69,4761,3,1,2,2,"AT",3,9,0,NA,0,0,0,1,4,5,0.273137927607248,1
"7168",58,NA,3,7,7,0,7,4,3,"Father more",1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,0,1,1,38,1444,4,1,1,2,"CZ",NA,NA,1,NA,0,0,1,NA,7,6,0.345083101437285,0
"7169",65,55.8,3,4,4,0,1,1,0,"Equal",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,58,3364,3,1,1,2,"FR",7,49,1,9.2,0,0,1,1,7,7,4.64874710656904,0
"7170",57,NA,2,7,5,2,5,2,3,"Father more",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,70,4900,3,1,3,2,"NL",8,64,1,NA,0,0,0,NA,8,5,0.828533150298954,1
"7171",44,NA,2,1,1,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,77,5929,3,1,2,2,"IT",6,36,0,NA,0,0,0,NA,4,5,1.82837936051994,1
"7172",48.81,51,4,7,7,0,7,7,0,"Equal",1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.625,1,0,2,1,55,3025,1,1,4,2,"EE",8,64,1,-2.19,0,0,0,1,7,7,0.057953676225018,0
"7173",12,22,4,3,3,0,3,2,1,"Father more",1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,50,2500,4,1,4,2,"AT",8,64,0,-10,0,0,0,1,3,4,0.514954495424092,0
"7174",42.09,NA,3,4,4,0,3,3,0,"Equal",1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,41,1681,4,1,1,2,"HU",NA,NA,1,NA,0,0,0,1,4,2,0.379828439980936,0
"7175",20,43.53,2,2,2,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2,2,52,2704,4,1,3,2,"BE",4,16,0,-23.53,0,0,0,1,4,9,0.519904309633259,0
"7176",48.81,50,4,5,4,1,1,1,0,"Equal",1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0.75,2,0,1,1,41,1681,4,1,2,2,"FR",8,64,0,-1.19,0,0,0,1,7,0,3.06166847008378,0
"7177",47,50.09,3,3,6,-3,4,4,0,"Equal",2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1,46,2116,1,3,3,2,"BE",8,64,1,-3.09,0,0,0,1,6,5,0.537483352498609,0
"7178",53,49,2,3,5,-2,5,2,3,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,23,529,4,3,NA,2,"DE",7,49,0,4,0,0,0,1,6,2,3.03572368021592,0
"7179",37,57.21,3,4,4,0,6,NA,NA,NA,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,1,51,2601,4,3,1,2,"BE",10,100,0,-20.21,0,0,1,2,2,5,0.537483352498609,0
"7180",30.05,44,3,2,3,-1,1,1,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,2,1,58,3364,2,1,2,2,"IT",8,64,1,-13.95,0,0,0,1,5,5,1.89003697381874,1
"7181",45.94,29,2,3,6,-3,3,7,-4,"Mother more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,28,784,3,3,NA,2,"BE",7,49,0,16.94,0,0,1,1,4,0,0.534258130311558,1
"7182",39.91,54.64,2,3,3,0,NA,1,NA,NA,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,1,1,40,1600,1,1,1,2,"BE",2,4,1,-14.73,0,0,0,1,4,0,0.537121308769076,1
"7183",NA,NA,2,1,1,0,1,1,0,"Equal",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,1,1,74,5476,1,1,1,2,"IT",NA,NA,1,NA,0,0,0,NA,3,7,1.90943410797458,0
"7184",58,42.78,3,4,4,0,4,4,0,"Equal",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,54,2916,1,1,1,2,"RS",NA,NA,1,15.22,0,0,1,1,0,5,0.395984620422228,1
"7185",45.13,73.51,3,7,5,2,4,3,1,"Father more",1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,45,2025,4,1,1,2,"CZ",NA,NA,0,-28.38,0,0,0,1,7,NA,0.517624663265778,1
"7186",44,NA,2,2,2,0,1,1,0,"Equal",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,69,4761,3,1,2,2,"IT",6,36,1,NA,0,0,1,NA,7,4,1.85772809059555,1
"7187",36.28,34,2,3,3,0,3,1,2,"Father more",1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,1,63,3969,4,1,2,2,"AT",9,81,0,2.28,0,0,0,1,3,5,0.299601514573541,0
"7188",31,NA,2,2,2,0,1,1,0,"Equal",NA,1,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,2,80,6400,4,1,2,2,"BG",2,4,1,NA,0,0,0,NA,3,1,0.35309155412459,0
"7189",54.05,34,2,6,2,4,5,2,3,"Father more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,60,3600,3,1,3,2,"NO",5,25,0,20.05,0,0,0,1,8,4,0.308164657350657,1
"7190",64.51,NA,4,5,5,0,2,1,1,"Father more",1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0.625,2,1,1,1,72,5184,1,1,3,2,"RS",6,36,1,NA,0,0,1,NA,5,6,0.528065231918766,1
"7191",31,NA,2,3,3,0,2,2,0,"Equal",2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,64,4096,4,1,2,2,"DE",5,25,0,NA,0,0,1,NA,2,0,3.03572368021592,1
"7192",42.78,43.53,4,3,3,0,NA,NA,NA,NA,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,2,1,47,2209,4,1,2,2,"DE",5,25,0,-0.75,0,0,1,1,7,5,3.03572368021592,0
"7193",37,33,6,4,4,0,2,4,-2,"Mother more",1,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0.666666666666667,1,0,2,1,37,1369,4,1,4,2,"PL",NA,NA,1,4,1,0,0,1,0,7,2.12741571492679,0
"7194",NA,NA,5,1,1,0,NA,NA,NA,NA,4,1,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0.7,4,0,1,2,33,1089,4,1,2,1,"NL",1,1,1,NA,1,1,1,NA,5,5,0.895153080346121,1
"7195",47,NA,3,5,4,1,5,2,3,"Father more",1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,69,4761,1,1,1,1,"RS",4,16,1,NA,0,0,0,NA,0,0,0.395984620422228,0
"7196",55.8,54.05,2,7,6,1,2,6,-4,"Mother more",1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,1,1,67,4489,3,1,1,2,"BG",6,36,1,1.75,0,0,0,1,2,0,0.222429112092757,0
"7197",26,NA,2,4,4,0,2,4,-2,"Mother more",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,2,1,67,4489,4,1,2,2,"EE",4,16,0,NA,0,0,0,NA,5,4,0.057953676225018,0
